#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
LB|TPH|38.075001|-117.222504|1883.0|Tonopah, Nevada, USA|1996-12-23T00:00:00|2599-12-31T23:59:59
LD|ACCN|43.3843|-73.6678|340.0|Adirondack Community College, Queensbury, NY|1999-11-10T00:00:00|2599-12-31T23:59:59
LD|BRNJ|40.682695|-74.565742|50.0|Basking Ridge, New Jersey|1999-11-08T00:00:00|2599-12-31T23:59:59
LD|BRNY|41.414036|-74.011889|248.0|Black Rock Forest, Cornwall, NY|2006-06-16T00:00:00|2599-12-31T23:59:59
LD|CCNY|42.92732|-78.8551|194.0|Canisius College, Buffalo, NY|2013-12-05T00:00:00|2599-12-31T23:59:59
LD|CFNY|44.16515|-75.05135|461.0|Clifton-Fine, NY|2015-10-08T00:00:00|2599-12-31T23:59:59
LD|CPNY|40.7911|-73.9602|27.0|Central Park, New York City|2002-02-21T00:00:00|2599-12-31T23:59:59
LD|CUNY|40.73493|-73.817611|20.0|Queens College, Flushing-Queens, NYC|2002-06-02T00:00:00|2599-12-31T23:59:59
LD|FLET|44.722505|-72.95215|336.0|Fletcher, VT|1977-01-01T00:00:00|2599-12-31T23:59:59
LD|FMMC|40.1376|-76.2585|101.2|Franklin & Marshall College/Millport Conservancy, PA|2017-08-17T18:50:00|2599-12-31T23:59:59
LD|FOR|40.8603|-73.8852|0.0|Fordham University, The Bronx, NYC|2002-04-18T00:00:00|2599-12-31T23:59:59
LD|GCMD|39.5624|-79.3382|794.8|Garrett College, McHenry, MD|2018-06-26T00:00:00|2599-12-31T23:59:59
LD|KSCT|41.72612|-73.48425|114.0|Kent School, Kent, CT|2011-11-16T00:00:00|2599-12-31T23:59:59
LD|KSPA|41.557038|-75.768181|298.0|Keystone College, La Plume, PA|2009-07-09T00:00:00|2599-12-31T23:59:59
LD|MCVT|43.95367|-72.99175|439.0|Middlebury College, Vermont|2011-08-04T00:00:00|2599-12-31T23:59:59
LD|MMNY|42.731683|-77.906535|241.0|Mount Morris Dam, NY|2008-08-06T00:00:00|2599-12-31T23:59:59
LD|NCB|43.973468|-74.22307|575.0|Newcomb, New York|1992-01-01T00:00:00|2599-12-31T23:59:59
LD|NPNY|41.75459|-74.143539|216.0|Mohonk Preserve, New Paltz, NY|2007-09-07T00:00:00|2599-12-31T23:59:59
LD|ODNJ|41.0829|-74.6056|187.0|Ogdensburg, New Jersey|2007-06-23T00:00:00|2599-12-31T23:59:59
LD|PAL|41.0056|-73.9079|66.0|Palisades, New York|1980-01-01T00:00:00|2599-12-31T23:59:59
LD|PANJ|40.3769|-74.7029|100.0|Princeton, NJ|2008-02-16T00:00:00|2599-12-31T23:59:59
LD|PRNY|42.466617|-76.536167|248.0|Paleontological Research Institution, Ithaca, NY|2006-03-30T00:00:00|2599-12-31T23:59:59
LD|PTNY|44.5578|-74.9508|275.0|Frank Revetta Observatory, Potsdam NY|2015-07-16T00:00:00|2599-12-31T23:59:59
LD|ROC|43.1242|-77.5925|156.9|McQuaid Jesuit High School, Rochester, NY|2018-09-18T00:00:00|2599-12-31T23:59:59
LD|SDMD|39.4102|-76.8403|212.0|Soldier's Delight, Maryland|2001-11-01T00:00:00|2599-12-31T23:59:59
LD|TUPA|40.16625|-75.18642|112.0|Temple University, Pennsylvania|2010-05-07T00:00:00|2599-12-31T23:59:59
LD|UCCT|41.794323|-72.225545|200.0|University of Connecticut, Storrs, CT|2005-03-04T00:00:00|2599-12-31T23:59:59
LD|UNH|43.09265|-70.86503|5.0|University of New Hampshire, Durham, NH, USA|2013-11-26T00:00:00|2599-12-31T23:59:59
LD|WADE|38.67942|-75.249611|11.4|Warrington Farm, Harbeson, DE|2018-06-27T00:00:00|2599-12-31T23:59:59
LX|GGNV|38.718498|-9.1505|77.0|Lisboa, Geofisico, Portugal|2007-09-01T00:00:00|2599-12-31T23:59:59
LX|MESJ|37.839539|-8.21994|250.0|Messejana, Aljustrel, Portugal|2005-06-01T00:00:00|2599-12-31T23:59:59
LX|MORF|37.304321|-8.652672|560.0|Marmelete, Algarve, Portugal|2005-06-01T00:00:00|2599-12-31T23:59:59
MB|BUT|46.010833|-112.556667|1758.0|Butte, Montana|2001-08-15T00:00:00|2599-12-31T23:59:59
MB|GBMT|46.859202|-112.456997|2248.0|Granite Butte|2020-07-30T21:30:00|2599-12-31T23:59:59
MB|HLMT|45.9028|-112.5552|1843.0|Hummingbird Lane|2020-12-11T21:00:00|2599-12-31T23:59:59
MB|JTMT|47.74667|-114.2825|1469.0|Jette Lake, Montana|2001-08-15T00:00:00|2599-12-31T23:59:59
MB|SRMT|47.775002|-112.607201|1522.0|Salmond Ranch|2020-11-05T23:25:15|2599-12-31T23:59:59
MG|TXMV|20.61123|-99.93089|1908.0|CEIEPAA, FMVZ, UNAM, Tequisquiapan, Queretaro, MEXICO|2020-02-21T19:00:00|2599-12-31T23:59:59
MN|AQU|42.354|13.405|710.0|L'Aquila, Italy|1988-08-01T00:00:00|2599-12-31T23:59:59
MN|BNI|45.051998|6.678|1395.0|Bardonecchia, Italy|1988-04-30T00:00:00|2599-12-31T23:59:59
MN|CLTB|37.577999|13.216|949.0|Caltabellotta, Italy|2000-09-07T00:00:00|2599-12-31T23:59:59
MP|AMR2|31.989901|47.190201|9.0|Amara, Iraq|2015-11-07T00:00:00|2599-12-31T23:59:59
MP|BSR2|30.2927|47.619099|16.0|Basra, Iraq|2015-09-05T00:00:00|2599-12-31T23:59:59
MP|NSR4|31.5399|46.201599|7.0|Nasiriya, Iraq|2017-10-08T00:00:00|2599-12-31T23:59:59
MS|BTDF|1.3617|103.775002|57.0|Bukit Timah Dairy Farm|1996-01-01T00:00:00|2599-12-31T23:59:59
MS|UBIN|1.4179|103.953796|26.0|Ubin|2009-03-25T00:00:00|2599-12-31T23:59:59
MU|MUH1|40.228176|-81.14579|365.0|Harrison|2016-01-01T00:00:00|2599-12-31T23:59:59
MX|CCIG|16.281799|-92.136803|1625.0|COMITAN|2007-10-25T00:00:00|2599-12-31T23:59:59
MX|HPIG|26.936794|-105.664017|1786.0|HIDALGO DEL PARRAL|2006-12-20T00:00:00|2599-12-31T23:59:59
MX|HSIG|29.019754|-110.94928|250.0|HERMOSILLO|2007-06-18T00:00:00|2599-12-31T23:59:59
MX|SRIG|27.319826|-112.241058|61.0|SANTA ROSALIA|2008-02-28T00:00:00|2599-12-31T23:59:59
MX|TLIG|17.562653|-98.566498|1136.0|TLAPA|2009-10-13T00:00:00|2599-12-31T23:59:59
MX|ZAIG|22.769176|-102.567123|2408.0|ZACATECAS|2014-10-03T00:00:00|2599-12-31T23:59:59
MY|IPM|4.4795|101.025497|247.0|Ipoh|2005-02-17T00:00:00|2599-12-31T23:59:59
MY|KKM|6.0443|116.214699|830.0|Kota Kinabalu|2005-02-17T00:00:00|2599-12-31T23:59:59
MY|KSM|1.4733|110.308296|66.0|Kuching|2005-02-17T00:00:00|2599-12-31T23:59:59
MY|KUM|5.2902|100.6492|74.0|Kulim|2005-02-17T00:00:00|2599-12-31T23:59:59
MY|LDM|5.1777|118.498001|177.0|Lahad Datu|2005-02-17T00:00:00|2599-12-31T23:59:59
MY|SBM|2.4529|112.213997|237.0|Sibu|2005-02-17T00:00:00|2599-12-31T23:59:59
N4|060A|27.0361|-80.3618|9.0|Indiantown, FL, USA|2014-02-04T00:00:00|2599-12-31T23:59:59
N4|143B|32.7032|-91.4036|31.0|Socs Landing, Pioneer, LA, USA|2014-01-30T00:00:00|2599-12-31T23:59:59
N4|146B|32.6368|-89.0573|161.0|Union, MS, USA|2014-03-02T00:00:00|2599-12-31T23:59:59
N4|154A|32.6131|-83.1066|111.0|Montrose, GA, USA|2014-02-10T00:00:00|2599-12-31T23:59:59
N4|250A|31.9778|-86.2677|152.0|Grady, AL, USA|2013-12-16T00:00:00|2599-12-31T23:59:59
N4|257A|31.9746|-81.0261|9.0|Skidaway Island, Savannah, GA, USA|2014-01-21T00:00:00|2599-12-31T23:59:59
N4|346B|31.3876|-89.4649|86.0|Big Creek Wildlife, Hattiesburg, MS, USA|2014-01-26T00:00:00|2599-12-31T23:59:59
N4|352A|31.4793|-84.9274|93.1|Blakely, GA, USA|2014-02-03T00:00:00|2599-12-31T23:59:59
N4|441B|30.7498|-93.1898|33.0|Storozyszyn Site, DeRidder, LA, USA|2014-01-15T00:00:00|2599-12-31T23:59:59
N4|451A|30.616|-85.7467|20.0|Vernon, FL, USA|2013-12-16T00:00:00|2599-12-31T23:59:59
N4|456A|30.7248|-82.0223|26.0|Hilliard, FL, USA|2013-12-19T00:00:00|2599-12-31T23:59:59
N4|545B|30.0441|-90.4894|8.0|Wilberts Farm, Edgard, LA, USA|2014-01-21T00:00:00|2599-12-31T23:59:59
N4|553A|30.189|-84.4317|16.0|Crawfordville, FL, USA|2013-12-16T00:00:00|2599-12-31T23:59:59
N4|656A|29.3689|-82.5348|28.0|Willston, FL, USA|2013-12-20T00:00:00|2599-12-31T23:59:59
N4|735B|28.8553|-97.8082|109.0|Kenedy, TX, USA|2014-02-27T00:00:00|2599-12-31T23:59:59
N4|ABTX|32.6238|-99.6431|502.0|Abilene, Hawley, TX, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|BGNE|41.4083|-98.1502|573.0|Belgrade, NE, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|D62A|47.0819|-69.0501|189.0|Allapoint, Allagash, ME, USA|2015-09-09T00:00:00|2599-12-31T23:59:59
N4|E28B|46.5748|-100.6934|704.0|Huff Hills, Mandan, ND, USA|2014-03-17T00:00:00|2599-12-31T23:59:59
N4|E38A|46.6058|-91.554|341.0|The Farm, Brule, WI, USA|2013-11-26T00:00:00|2599-12-31T23:59:59
N4|E46A|46.3665|-84.3062|269.0|Sault Ste Marie, MI, USA|2013-11-26T00:00:00|2599-12-31T23:59:59
N4|E62A|46.6201|-69.5227|356.0|Clayton Lake, ME, USA|2015-09-11T00:00:00|2599-12-31T23:59:59
N4|F33B|45.8398|-96.2929|314.0|5 Mile Ranch, Herman, MN, USA|2014-03-28T00:00:00|2599-12-31T23:59:59
N4|F42A|45.7587|-88.1347|358.0|Maple Grove Farm, Niagara, WI, USA|2013-11-27T00:00:00|2599-12-31T23:59:59
N4|F64A|45.8633|-68.3496|179.0|Sherman, ME, USA|2015-09-08T00:00:00|2599-12-31T23:59:59
N4|G40A|45.268398|-90.2006|472.0|Rib Lake, WI, USA|2013-11-27T00:00:00|2599-12-31T23:59:59
N4|G62A|45.2186|-70.5319|426.0|West of Eustis, ME, USA|2015-09-15T00:00:00|2599-12-31T23:59:59
N4|G65A|45.2002|-67.5632|78.0|Princeton, ME, USA|2015-09-08T00:00:00|2599-12-31T23:59:59
N4|H43A|44.4697|-87.7704|274.0|Windswept, Luxemburg, WI, USA|2013-11-27T00:00:00|2599-12-31T23:59:59
N4|H62A|44.574299|-71.155899|381.0|Milan, NH, USA|2015-08-15T00:00:00|2599-12-31T23:59:59
N4|I37B|44.0149|-93.4003|354.0|Waseca, MN, USA|2014-03-15T00:00:00|2599-12-31T23:59:59
N4|I40B|43.8916|-90.6177|419.0|Norwalk, WI, USA|2013-11-12T00:00:00|2599-12-31T23:59:59
N4|I42A|43.8908|-88.9134|298.0|Draeger Farm, Ripon, WI, USA|2013-11-27T00:00:00|2599-12-31T23:59:59
N4|I45A|44.0361|-86.2348|215.0|Fountain, MI, USA|2014-07-14T00:00:00|2599-12-31T23:59:59
N4|I62A|43.8743|-71.3359|264.0|Tamworth, NH, USA|2015-09-22T00:00:00|2599-12-31T23:59:59
N4|I63A|44.0505|-70.5809|177.0|Otisfield, ME, USA|2015-09-17T00:00:00|2599-12-31T23:59:59
N4|J47A|43.2382|-84.8214|236.0|Sunmer, MI, USA|2014-06-23T00:00:00|2599-12-31T23:59:59
N4|J55A|43.2657|-77.8167|97.0|Hilton, NY, USA|2014-10-10T00:00:00|2599-12-31T23:59:59
N4|J57A|43.4099|-75.9968|191.0|Williamstown, NY, USA|2015-06-22T00:00:00|2599-12-31T23:59:59
N4|J59A|43.464699|-74.504097|541.0|Piesco, NY, USA|2015-06-15T00:00:00|2599-12-31T23:59:59
N4|J61A|43.346199|-72.553497|253.0|Chester|2015-09-21T00:00:00|2599-12-31T23:59:59
N4|K22A|42.6507|-106.524|1686.0|Casper, WY, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|K43A|42.7044|-88.332|264.0|Burlington, WI, USA|2013-11-27T00:00:00|2599-12-31T23:59:59
N4|K50A|42.774899|-82.6231|191.0|Casco, MI, USA|2014-07-23T00:00:00|2599-12-31T23:59:59
N4|K57A|42.7313|-76.516296|408.0|Scipio Center|2015-05-23T00:00:00|2599-12-31T23:59:59
N4|K62A|42.6651|-72.2345|289.0|Royalston, MA, USA|2015-09-23T00:00:00|2599-12-31T23:59:59
N4|KMSC|35.141998|-81.333298|240.0|Kings Moutain, Blacksburg, SC, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|KSCO|39.0112|-102.6273|1382.0|Kaye Shedlock's, Cheyenne Wells, CO, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|L34B|41.9666|-96.3762|414.0|Svendsen Farm, Lyons, NE, USA|2014-03-22T00:00:00|2599-12-31T23:59:59
N4|L40A|42.0628|-91.2218|242.0|Anamosa, IA, USA|2013-11-27T00:00:00|2599-12-31T23:59:59
N4|L42A|42.004|-89.667|257.0|Oliver, Polo, IL, USA|2013-11-19T00:00:00|2599-12-31T23:59:59
N4|L56A|42.1365|-77.5591|688.0|Greenwood, NY, USA|2015-06-15T00:00:00|2599-12-31T23:59:59
N4|L59A|42.1902|-75.0426|677.0|Walton, NY, USA|2015-06-11T00:00:00|2599-12-31T23:59:59
N4|L61B|42.4498|-72.6802|261.0|Northampton, MA, USA|2019-03-13T00:00:00|2599-12-31T23:59:59
N4|L64A|41.9359|-70.8391|17.0|Middleborough, MA, USA|2015-09-26T00:00:00|2599-12-31T23:59:59
N4|M44A|41.3882|-88.0432|207.0|Midewin, Midewin Nat. Tallgrass Prarie, IL, USA|2013-11-08T00:00:00|2599-12-31T23:59:59
N4|M50A|41.4035|-83.042801|176.0|Fremont, OH, USA|2014-05-14T00:00:00|2599-12-31T23:59:59
N4|M52A|41.540501|-81.357002|382.0|Chesterland, OH, USA|2014-10-28T00:00:00|2599-12-31T23:59:59
N4|M57A|41.3372|-77.128|319.0|Sunshine Farm, Cogan Station, PA, USA|2015-05-18T00:00:00|2599-12-31T23:59:59
N4|M63A|41.4038|-72.0464|44.0|Gales Ferry, CT, USA|2015-06-05T00:00:00|2599-12-31T23:59:59
N4|MDND|47.8481|-99.6029|479.0|Maddock, ND, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|MSTX|33.9696|-102.7724|1167.0|Muleshoe, TX, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|N38B|40.7931|-93.235|322.0|Corydon, IA, USA|2014-03-11T00:00:00|2599-12-31T23:59:59
N4|N41A|40.7077|-90.8552|226.0|Harden Midland Farm, Stronghurst, IL, USA|2013-11-08T00:00:00|2599-12-31T23:59:59
N4|N47A|40.8801|-85.694199|252.0|Urbana, IN, USA|2014-05-12T00:00:00|2599-12-31T23:59:59
N4|N49A|40.922001|-84.182503|225.0|Columbus Grove, OH, USA|2014-05-11T00:00:00|2599-12-31T23:59:59
N4|N51A|40.918301|-82.374802|343.0|Ashland, OH, USA|2014-11-03T00:00:00|2599-12-31T23:59:59
N4|N53A|40.8065|-80.8377|360.0|Lisbon, OH, USA|2014-10-24T00:00:00|2599-12-31T23:59:59
N4|N58A|40.8396|-76.7158|200.0|Sunbury, PA, USA|2015-05-14T00:00:00|2599-12-31T23:59:59
N4|N62A|40.9313|-73.4677|34.0|Caumsett State Park, Huntington, NY, USA|2015-06-05T00:00:00|2599-12-31T23:59:59
N4|O20A|40.1348|-108.2416|1915.0|White River City, CO, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|O48B|40.2571|-85.1553|300.0|Farmland, IN, USA|2019-02-12T00:00:00|2599-12-31T23:59:59
N4|O49A|40.188|-84.3353|292.0|Covington, OH, USA|2014-05-08T00:00:00|2599-12-31T23:59:59
N4|O52A|40.1158|-81.8361|331.0|Adamsville, OH, USA|2014-12-01T00:00:00|2599-12-31T23:59:59
N4|O54A|40.1821|-80.3778|357.0|Avella, PA, USA|2014-11-24T00:00:00|2599-12-31T23:59:59
N4|P38B|39.6248|-93.5321|248.0|Dawn, MO, USA|2014-03-09T00:00:00|2599-12-31T23:59:59
N4|P40B|39.5298|-92.0483|320.0|Paris, MO, USA|2014-03-14T00:00:00|2599-12-31T23:59:59
N4|P43A|39.6409|-89.5213|176.0|Skaggs, Pawnee, IL, USA|2013-11-08T00:00:00|2599-12-31T23:59:59
N4|P46A|39.6178|-87.2067|194.0|Rosedale, IN, USA|2013-12-20T00:00:00|2599-12-31T23:59:59
N4|P48A|39.4605|-85.4258|300.0|Milroy, IN, USA|2014-05-02T00:00:00|2599-12-31T23:59:59
N4|P53A|39.4868|-81.3896|270.0|Whipple, OH, USA|2014-11-24T00:00:00|2599-12-31T23:59:59
N4|P57A|39.4835|-78.0126|191.0|Homestead Farm, Martinsburg, WV, USA|2015-05-05T00:00:00|2599-12-31T23:59:59
N4|P61A|39.6734|-74.7919|22.0|Hammonton, NJ, USA|2015-02-12T00:00:00|2599-12-31T23:59:59
N4|Q44B|38.9033|-89.0169|168.0|Vandalia, IL, USA|2014-02-16T00:00:00|2599-12-31T23:59:59
N4|Q51A|39.026|-83.3456|362.0|Peebles, OH, USA|2014-05-21T00:00:00|2599-12-31T23:59:59
N4|Q52A|38.9622|-82.2669|228.0|Bidwell, OH, USA|2014-12-01T00:00:00|2599-12-31T23:59:59
N4|Q54A|38.9836|-80.8338|254.0|Coxs Mills, WV, USA|2014-12-08T00:00:00|2599-12-31T23:59:59
N4|Q56A|39.0401|-79.1871|430.0|Snyder Ridge, Maysville, WV, USA|2015-05-05T00:00:00|2599-12-31T23:59:59
N4|R32B|38.4225|-98.7111|568.0|Long Quarter, Great Bend, KS, USA|2014-02-24T00:00:00|2599-12-31T23:59:59
N4|R40B|38.2909|-92.2684|218.0|Maddies Station, St. Elizabeth, MO, USA|2014-03-10T00:00:00|2599-12-31T23:59:59
N4|R49A|38.2916|-85.1714|251.0|Shelbyville, KY, USA|2014-04-23T00:00:00|2599-12-31T23:59:59
N4|R50A|38.2816|-84.3274|255.0|Paris, KY, USA|2014-04-23T00:00:00|2599-12-31T23:59:59
N4|R55A|38.2825|-80.1195|833.0|Marlinton, WV, USA|2015-05-01T00:00:00|2599-12-31T23:59:59
N4|R58B|37.9636|-77.8787|116.0|Mineral, VA, USA|2015-04-28T00:00:00|2599-12-31T23:59:59
N4|R61A|38.3303|-75.339|76.0|Willards, MD, USA|2015-02-09T00:00:00|2599-12-31T23:59:59
N4|S39B|37.6909|-93.3226|340.0|Bolivar, MO, USA|2014-02-22T00:00:00|2599-12-31T23:59:59
N4|S44A|37.6936|-89.2551|155.0|Carbondale, IL, USA|2013-12-16T00:00:00|2599-12-31T23:59:59
N4|S51A|37.6392|-83.5935|286.0|Beattyville, KY, USA|2014-04-21T00:00:00|2599-12-31T23:59:59
N4|S54A|37.7997|-81.3114|636.0|Dingess, Beckley, WV, USA|2015-04-28T00:00:00|2599-12-31T23:59:59
N4|S57A|37.7605|-78.9536|264.0|Dark Hallow, Roseland, VA, USA|2015-04-28T00:00:00|2599-12-31T23:59:59
N4|S61A|37.6804|-75.6727|58.0|Accomac, VA, USA|2015-02-09T00:00:00|2599-12-31T23:59:59
N4|SFIN|40.379002|-87.096703|165.0|Lafayette, IN, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|SPMN|45.2246|-92.8037|311.0|Marine on St. Croix, MN, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|SUSD|44.4429|-98.9556|520.0|Miller, SD, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|T35B|36.9162|-96.5119|413.0|Sooner Cattle Company, Foraker, OK, USA|2014-02-19T00:00:00|2599-12-31T23:59:59
N4|T42B|37.0301|-91.0927|165.0|T42B|2014-02-13T00:00:00|2599-12-31T23:59:59
N4|T45B|37.0159|-88.6459|136.0|Paducah, KY, USA|2014-02-11T00:00:00|2599-12-31T23:59:59
N4|T47A|36.9881|-87.1055|217.0|Sharon Grove, KY, USA|2013-12-16T00:00:00|2599-12-31T23:59:59
N4|T50A|37.0204|-84.8384|302.0|Nancy, KY, USA|2014-04-17T00:00:00|2599-12-31T23:59:59
N4|T57A|36.9983|-79.2538|230.0|Hurt, VA, USA|2015-03-18T00:00:00|2599-12-31T23:59:59
N4|T59A|36.9716|-77.5541|63.0|Double 'B' Farms, VA, USA|2015-02-04T00:00:00|2599-12-31T23:59:59
N4|TIGA|31.4389|-83.5898|109.0|Tifton, GA, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|TUL3|35.9105|-95.7918|265.0|Leonard, OK, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|U38B|36.4394|-94.3857|389.0|Mount Pleasant Farm, Gravette, AR, USA|2014-02-15T00:00:00|2599-12-31T23:59:59
N4|U49A|36.512901|-85.779602|234.0|Red Boiling Springs, TN, USA|2014-02-24T00:00:00|2599-12-31T23:59:59
N4|U54A|36.5209|-81.8204|837.0|Nelson's Funny Farm, Mountain City, TN, USA|2015-04-13T00:00:00|2599-12-31T23:59:59
N4|U56A|36.3472|-80.3829|363.0|King, NC, USA|2015-04-13T00:00:00|2599-12-31T23:59:59
N4|V48A|35.74|-86.8219|278.0|Smith Brothers Farm, Spring Hill, TN, USA|2013-12-16T00:00:00|2599-12-31T23:59:59
N4|V53A|35.6694|-82.8124|681.0|Sandy Mush, NC, USA|2014-03-14T00:00:00|2599-12-31T23:59:59
N4|V55A|35.8518|-81.2149|313.0|Morning Dew, Taylorsville, NC, USA|2014-12-19T00:00:00|2599-12-31T23:59:59
N4|V58A|35.794|-79.115|127.0|WIndy Hill, Pittsboro, NC, USA|2015-02-05T00:00:00|2599-12-31T23:59:59
N4|V61A|35.7912|-76.5776|4.0|Roper, NC, USA|2015-02-02T00:00:00|2599-12-31T23:59:59
N4|W50A|35.2002|-85.3119|587.0|Signal Mountain, TN, USA|2014-03-09T00:00:00|2599-12-31T23:59:59
N4|W52A|35.0935|-83.9277|519.0|Murphy, NC, USA|2014-03-11T00:00:00|2599-12-31T23:59:59
N4|W59A|35.1673|-78.443|60.0|Clinton, NC, USA|2017-04-20T00:00:00|2599-12-31T23:59:59
N4|WHTX|31.9913|-97.4561|190.0|Lake Whitney, Meridian, TX, USA|2018-08-15T00:00:00|2599-12-31T23:59:59
N4|X48A|34.4517|-87.0452|180.0|Hartselle, AL, USA|2013-12-16T00:00:00|2599-12-31T23:59:59
N4|X51A|34.5658|-84.8574|214.0|Calhoun, GA, USA|2014-04-12T00:00:00|2599-12-31T23:59:59
N4|X58A|34.5548|-79.3388|45.0|Rowland, NC, USA|2015-01-26T00:00:00|2599-12-31T23:59:59
N4|Y45B|33.8656|-89.5431|101.0|Coffeeville, MS, USA|2014-02-25T00:00:00|2599-12-31T23:59:59
N4|Y49A|33.8577|-86.4119|362.0|Blount Mountain, AL, USA|2013-12-16T00:00:00|2599-12-31T23:59:59
N4|Y52A|33.864|-84.0626|286.0|Lilburn, GA, USA|2014-05-25T00:00:00|2599-12-31T23:59:59
N4|Y57A|34.017|-80.3915|56.0|Sumter, SC, USA|2015-01-21T00:00:00|2599-12-31T23:59:59
N4|Y58A|33.9057|-79.6665|19.0|Scranton, SC, USA|2015-01-25T00:00:00|2599-12-31T23:59:59
N4|Y60A|34.0046|-78.2163|7.0|Bolivia, NC, USA|2015-01-30T00:00:00|2599-12-31T23:59:59
N4|Z35B|33.3309|-97.253|234.0|Perchaven, Sanger, TX, USA|2014-02-10T00:00:00|2599-12-31T23:59:59
N4|Z38B|33.2599|-94.9852|115.0|Mount Pleasant, TX, USA|2014-02-12T00:00:00|2599-12-31T23:59:59
N4|Z47B|33.1989|-88.0696|64.0|Carrollton, AL, USA|2014-02-28T00:00:00|2599-12-31T23:59:59
NA|SABA|17.620501|-63.242599|216.0|Netherlands Antilles Seismic Network|2006-10-30T00:00:00|2599-12-31T23:59:59
NA|SEUS|17.4928|-62.9814|46.0|St Eustatius, Netherlands Antilles Seismic Network|2006-10-29T00:00:00|2599-12-31T23:59:59
NA|SMRT|18.049999|-63.0746|260.0|St Maarten, Netherlands Antilles Seismic Network|2006-10-27T00:00:00|2599-12-31T23:59:59
NE|BCX|42.335|-71.1705|60.0|Chestnut Hill, MA, USA|1995-06-29T00:00:00|2599-12-31T23:59:59
NE|EMMW|44.7075|-67.4573|35.0|Machias, ME, USA|2000-12-03T00:00:00|2599-12-31T23:59:59
NE|HNH|43.7051|-72.2865|180.0|Hanover, NH, USA|1995-08-31T00:00:00|2599-12-31T23:59:59
NE|TRY|42.7313|-73.6664|89.0|Troy, NY, USA|1995-10-06T00:00:00|2599-12-31T23:59:59
NE|VT1|44.3206|-72.7513|149.0|Waterbury, VT, USA|1997-09-07T00:00:00|2599-12-31T23:59:59
NE|WES|42.3848|-71.3218|60.0|Weston Observatory, Weston, MA, USA|1994-11-02T00:00:00|2599-12-31T23:59:59
NE|WSPT|41.1712|-73.3278|91.0|Westport, CT, USA|2008-06-17T00:00:00|2599-12-31T23:59:59
NE|WVL|44.5646|-69.6617|50.0|Waterville, ME, USA|1998-06-30T00:00:00|2599-12-31T23:59:59
NL|HGN|50.764|5.9317|135.0|HEIMANSGROEVE, NETHERLANDS|1993-01-01T00:00:00|2599-12-31T23:59:59
NM|BLO|39.1719|-86.5222|246.0|Bloomington, IN|1998-03-27T00:00:00|2599-12-31T23:59:59
NM|CGM3|37.29775|-89.6582|148.0|Cape Girardeau, MO|2011-07-01T00:00:00|2599-12-31T23:59:59
NM|CLTN|36.09115|-86.3315|208.0|Cedars of Lebanon,TN|2013-01-25T00:00:00|2599-12-31T23:59:59
NM|FFIL|38.381345|-88.389648|128.1|Fairfield, IL|2014-01-04T00:00:00|2599-12-31T23:59:59
NM|FVM|37.9812|-90.4273|137.0|French Village, MO|2003-09-17T00:00:00|2599-12-31T23:59:59
NM|GLAT|36.269|-89.288|120.0|Glass,TN|1999-07-02T00:00:00|2599-12-31T23:59:59
NM|GNAR|35.965|-90.018|71.0|Gosnell,AR|2000-02-01T00:00:00|2599-12-31T23:59:59
NM|HALT|35.911|-89.34|85.0|Halls,TN|1999-07-02T00:00:00|2599-12-31T23:59:59
NM|HBAR|35.555|-90.657|74.0|Harrisburg,AR(CERI)|1999-11-05T00:00:00|2599-12-31T23:59:59
NM|HDAR2|35.15383|-90.09056|100.0|I40 Weigh Station,West Memphis,AR|2012-08-09T00:00:00|2599-12-31T23:59:59
NM|HDBT|35.153|-90.058|66.0|Mud Island,Memphis,TN(CERI)|2001-08-21T00:00:00|2599-12-31T23:59:59
NM|HENM|36.716|-89.472|88.0|Henderson Mound,MO|1999-05-12T00:00:00|2599-12-31T23:59:59
NM|HICK|36.541|-89.229|141.0|Hickman,KY|1999-05-27T00:00:00|2599-12-31T23:59:59
NM|LNXT|36.101|-89.491|144.0|Lenox,TN|1999-07-02T00:00:00|2599-12-31T23:59:59
NM|LPAR|35.602|-90.3|67.0|Lepanto,AR|1999-11-05T00:00:00|2599-12-31T23:59:59
NM|MGMO|37.154|-92.2687|453.0|Mountain Grove, MO|2008-07-28T00:00:00|2599-12-31T23:59:59
NM|MPH|35.123|-89.932|93.0|Memphis, TN|1998-05-12T00:00:00|2599-12-31T23:59:59
